sequence_id	bgc_id	start	end	type
224324.SAMN02603207.AE000657	BGC0001962	705796	712823	Polyketide
224719.SAMN02602974.CP004050	BGC0001963	1042656	1197322	NRP;Polyketide
225004.SAMN02745152.FUXC01000001	BGC0001964	219213	260302	Polyketide
225324.SAMN02745126.FUWJ01000001	BGC0001965	919279	949769	Unknown
225324.SAMN02745126.FUWJ01000003	BGC0001966	195431	280241	NRP
225324.SAMN02745126.FUWJ01000007	BGC0001967	102159	138759	NRP
226185.SAMN02603978.AE016830	BGC0001968	1595855	1665751	NRP
226506.SAMN04488519.FOVW01000003	BGC0001969	216596	224406	Terpene
227084.SAMN05421855.FNBA01000002	BGC0001970	415324	483772	NRP;Polyketide
228576.SAMN05934586.KV917377	BGC0001971	2169685	2231531	NRP;Polyketide
229204.SAMN05444355.FOFZ01000003	BGC0001972	203135	235571	Unknown
229920.SAMN03856817.LGCK01000007	BGC0001973	371149	403585	Unknown
2309.SAMN03154506.LNTB01000001	BGC0001974	709367	721748	Unknown
231434.SAMN02910383.JQJH01000002	BGC0001975	201208	270500	NRP
231434.SAMN02910383.JQJH01000004	BGC0001976	148785	197100	Terpene
232089.SAMN05443544.FSRJ01000005	BGC0001977	141286	189601	Unknown
232346.SAMN02691833.JHQL01000001	BGC0001978	509460	537577	NRP;Polyketide
232346.SAMN02691833.JHQL01000003	BGC0001979	407570	476646	Polyketide
232846.SAMN04371300.LQAS01000003	BGC0001980	331549	381671	NRP
235985.SAMN05414137.FOAZ01000013	BGC0001983	101858	141754	Unknown
237018.SAMN04489723.FOKK01000001	BGC0001984	231312	327890	NRP
237682.SAMN05421676.FOHJ01000002	BGC0001985	219180	246033	Unknown
239498.SAMN04457858.LSRF01000058	BGC0001986	625128	628785	Unknown
240302.SAMN04487936.FOSB01000003	BGC0001987	181008	195697	Polyketide
240303.SAMN05421677.FNIZ01000002	BGC0001988	125954	158125	Polyketide
243164.SAMN02603990.CP000027	BGC0001989	747095	755072	Unknown
243265.SAMEA3138334.BX470251	BGC0001990	2458158	2471959	Unknown
243272.SAMN02604019.CP001047	BGC0001991	379616	404825	Polyketide
244328.SAMEA3730007.FIZJ01000006	BGC0001993	131962	174449	NRP
244362.SAMN02910447.FPIR01000004	BGC0001994	142101	149077	Unknown
244581.SAMN02905703.CP008936	BGC0001995	816644	844131	Terpene
246786.SAMN02848465.JNVC02000004	BGC0001996	137208	184269	Unknown
247633.SAMN02436155.AAVT01000003	BGC0001997	188706	263355	Terpene
247634.SAMN02436226.DS999222	BGC0001998	294320	308452	Polyketide
247634.SAMN02436226.DS999225	BGC0001999	170139	213508	NRP
251229.SAMN02261359.CP003597	BGC0002000	2896566	2909068	Polyketide
252305.SAMN02436081.AAMO01000007	BGC0002001	129624	179799	NRP;Polyketide
255205.SAMEA3490268.CZJY01000085	BGC0002002	131790	146185	NRP
257309.SAMEA1705951.BX248353	BGC0002004	1127515	1137318	RiPP
258052.SAMN02645323.JNYV01000005	BGC0002005	155093	161291	RiPP
260084.SAMN02927928.FMTS01000004	BGC0002006	163221	166567	RiPP
260084.SAMN02927928.FMTS01000005	BGC0002007	160524	181886	Terpene
260552.SAMN06311449.CP019650	BGC0002008	2077211	2092462	Unknown
260936.SAMEA3297057.CVQP01000005	BGC0002009	311061	352276	Polyketide
260936.SAMEA3297057.CVQP01000007	BGC0002010	299457	336191	NRP;Polyketide
260936.SAMEA3297057.CVQP01000011	BGC0002011	157226	266014	Polyketide
261317.SAMN02603413.CP001817	BGC0002012	240639	266342	Polyketide
261392.SAMN02745149.FUWG01000002	BGC0002013	196174	207879	RiPP
262543.SAMN00120225.CP001022	BGC0002014	1483496	1528190	NRP;Polyketide
263475.SAMN03999405.LILB01000001	BGC0002015	891839	903857	RiPP
263475.SAMN03999405.LILB01000005	BGC0002016	818715	847124	Polyketide
263475.SAMN03999405.LILB01000009	BGC0002018	130950	135737	Unknown
263849.SAMN04357313.LRRH01000008	BGC0002019	83535	108287	Terpene
265072.SAMN02598256.CP000284	BGC0002020	1436468	1440972	NRP;Saccharide
265311.SAMN03081416.AE017263	BGC0002021	401238	441454	Polyketide
265668.SAMD00017310.BBMI01000093	BGC0002022	127088	186702	Polyketide
265719.SAMN04488509.FNAG01000002	BGC0002023	360505	389162	RiPP
265901.SAMN04479200.LSNH01000002	BGC0002024	835066	904425	Polyketide
266749.SAMN05421876.FOLA01000002	BGC0002025	210263	289003	NRP
267748.SAMN03081417.AE017308	BGC0002026	396364	453621	NRP
267850.SAMN02700551.JMSZ01000032	BGC0002027	315045	326265	RiPP
267850.SAMN02700551.JMSZ01000042	BGC0002028	167512	200964	Polyketide
268739.SAMEA3138954.HF582854	BGC0002029	1389756	1409443	Unknown
269536.SAMN03463641.LFCW01000007	BGC0002030	223248	270953	Polyketide
269536.SAMN03463641.LFCW01000009	BGC0002031	199132	205050	Alkaloid
269670.SAMN02982927.FOOY01000003	BGC0002032	225893	307534	Polyketide
269797.SAMN02598252.CP000099	BGC0002033	2329465	2419560	Polyketide
2702.SAMN06199463.CP019058	BGC0002034	834807	854196	Unknown
271157.SAMN05444396.FQWE01000005	BGC0002035	193130	214892	NRP;Polyketide
272558.SAMD00061093.BA000004	BGC0002036	2091603	2107907	Unknown
